asteroid_number,H,da_AU,D_deg,f_degy,e_p,g_arcsec_y,sin_i_p,s_arcsec_y,L,My
313323,13.74,0.1119,23.76,2.352,0.0527,387.91,0.1311,-21.98,4,5
313357,13.12,0.0835,19.11,2.181,0.0663,262.59,0.5271,-6.42,4,5
313580,13.29,0.0912,20.56,2.215,0.0078,271.95,0.4727,-8.15,4,5
313896,13.0,0.1157,25.1,2.302,0.0548,323.84,0.2591,-20.64,4,50
314191,13.75,0.1004,22.86,2.193,0.0608,275.11,0.4825,-10.79,4,50
314651,13.73,0.097,20.36,2.378,0.0355,382.89,0.1141,-17.78,4,5
315195,13.04,0.0941,20.37,2.308,0.0606,325.04,0.3266,-14.15,4,50
315203,13.86,0.0565,11.82,2.387,0.0613,344.83,0.2492,-10.01,4,5
315204,13.68,0.1501,33.39,2.246,0.0369,175.73,0.1155,-33.71,4,50
315205,13.88,0.1095,23.22,2.355,0.0423,387.61,0.1297,-20.85,4,5
315208,13.11,0.0882,18.73,2.35,0.0401,355.66,0.2508,-14.08,4,5
315224,14.04,0.1115,23.6,2.359,0.033,62.73,0.066,-21.25,4,50
315368,13.27,0.0504,10.57,2.382,0.0644,338.97,0.271,-9.04,4,5
315369,13.27,0.0777,16.33,2.375,0.0825,350.2,0.2414,-14.47,4,5
315901,14.29,0.1079,22.76,2.369,0.0545,326.66,0.0778,-21.17,4,50
315902,13.89,0.0831,17.27,2.403,0.0462,377.27,0.092,-15.56,4,5
315903,13.65,0.0842,18.1,2.323,0.0506,336.39,0.321,-12.2,4,5
315905,14.02,0.0414,8.52,2.425,0.0508,355.81,0.161,-9.38,4,5
315906,13.63,0.074,15.2,2.431,0.1122,363.88,0.1117,-18.17,4,5
315907,13.87,0.0826,17.19,2.401,0.0546,373.73,0.1203,-15.58,4,5
315909,13.93,0.06,12.25,2.444,0.0929,365.24,0.0643,-14.69,4,5
315910,14.1,0.1271,27.55,2.304,0.0131,394.33,0.1661,-24.47,4,5
315911,12.92,0.0758,15.76,2.4,0.0698,363.76,0.1668,-14.64,4,5
315913,14.44,0.1325,28.61,2.313,0.0286,4.25,0.0269,-27.34,4,50
315914,14.09,0.049,10.05,2.435,0.0606,362.15,0.1105,-11.07,4,5
315915,13.89,0.1059,22.38,2.361,0.0507,306.64,0.1263,-20.44,4,50
315916,14.18,0.0428,8.73,2.447,0.0879,357.95,0.1117,-11.96,4,5
315917,14.44,0.0572,11.74,2.431,0.0431,368.67,0.0693,-11.59,4,5
315918,14.09,0.0724,15.01,2.408,0.0423,369.62,0.1266,-13.25,4,5
315919,13.9,0.027,5.44,2.474,0.1172,354.26,0.0683,-13.25,4,5
315921,13.94,0.0298,6.16,2.413,0.069,343.37,0.2255,-8.34,4,5
315922,13.94,0.1389,30.29,2.289,0.0552,347.94,0.0999,-30.91,4,50
315923,13.33,0.1071,22.76,2.349,0.0263,382.1,0.1638,-19.25,4,5
315925,13.88,0.0949,19.89,2.384,0.0643,359.58,0.1282,-18.28,4,50
315926,13.5,0.1524,34.33,2.218,0.06,372.84,0.1947,-35.13,4,50
315928,13.7,0.1024,21.78,2.348,0.0081,359.85,0.1895,-17.46,4,5
315931,13.75,0.1482,32.86,2.253,0.0225,419.16,0.111,-32.8,4,5
315932,13.76,0.1077,22.74,2.365,0.032,32.44,0.0685,-20.23,4,50
315933,13.7,0.1319,28.61,2.304,0.0278,4.25,0.1179,-26.48,4,50
315934,13.76,0.09,18.69,2.404,0.0842,376.79,0.0913,-18.83,4,50
315935,14.62,0.0868,18.02,2.406,0.0572,380.49,0.0555,-16.97,4,5
315936,13.12,0.0548,11.36,2.409,0.0241,358.58,0.1751,-9.8,4,5
315937,14.2,0.0657,13.56,2.418,0.0546,366.86,0.1206,-12.78,4,5
315938,13.78,0.0862,17.93,2.402,0.0442,380.15,0.0749,-16.17,4,5
315939,14.28,0.1184,25.23,2.345,0.0063,328.6,0.0588,-22.91,4,5
315940,13.71,0.0638,13.19,2.418,0.0304,368.71,0.1093,-11.8,4,5
315941,14.17,0.0611,12.36,2.47,0.1477,357.5,0.0532,-19.99,4,50
315942,13.92,0.116,24.99,2.317,0.0392,198.95,0.2108,-21.03,4,50
315943,13.97,0.1161,24.95,2.324,0.035,125.97,0.1871,-21.18,4,50
315944,13.71,0.0564,11.66,2.417,0.0378,362.03,0.1472,-10.66,4,5
315945,14.1,0.0522,10.78,2.42,0.0398,360.85,0.1461,-10.26,4,5
315948,13.9,0.1062,22.42,2.366,0.0366,153.09,0.0914,-19.83,4,50
315949,13.38,0.1043,22.05,2.362,0.0402,201.9,0.1271,-19.35,4,50
315950,13.81,0.0916,19.18,2.385,0.0445,378.0,0.1275,-16.84,4,5
315951,14.41,0.1484,32.72,2.265,0.0496,313.09,0.0114,-34.59,4,50
315952,13.79,0.0797,16.55,2.407,0.029,377.85,0.0764,-14.48,4,5
315953,14.2,0.0658,13.51,2.434,0.0667,371.61,0.0248,-13.99,4,5
315954,13.81,0.1013,21.37,2.368,0.0421,226.15,0.1283,-18.62,4,50
315956,13.71,0.0552,11.45,2.406,0.0215,357.86,0.1817,-9.71,4,5
315957,13.46,0.0591,12.17,2.425,0.0292,368.83,0.0877,-11.32,4,5
315958,13.73,0.0812,17.01,2.385,0.1205,347.6,0.2342,-18.35,4,50
315960,13.97,0.0337,6.78,2.479,0.1273,354.81,0.0421,-14.78,4,5
315964,14.02,0.1364,29.51,2.314,0.0749,405.23,0.0232,-31.54,4,50
316085,13.41,0.0416,8.49,2.446,0.1088,351.15,0.1518,-12.94,5,5
316119,13.6,0.0524,11.82,2.215,0.0772,265.1,0.5232,-2.81,4,50
316127,14.34,0.0408,8.35,2.441,0.0098,363.61,0.0289,-9.37,4,5
316128,13.97,0.0501,10.23,2.446,0.0735,365.12,0.049,-12.26,4,5
316129,14.18,0.0748,15.46,2.417,0.0571,373.53,0.0813,-14.64,4,5
316130,13.6,0.0751,15.6,2.406,0.0473,370.17,0.1288,-13.87,4,5
316132,14.06,0.05,10.24,2.439,0.099,355.06,0.1451,-13.15,4,5
316133,13.74,0.0661,13.54,2.44,0.1086,362.46,0.103,-16.59,4,5
316134,13.95,0.0999,21.04,2.371,0.0295,4.25,0.117,-17.82,4,50
316135,14.29,0.0448,9.12,2.451,0.0747,364.05,0.0346,-11.82,4,5
316137,14.13,0.0612,12.55,2.436,0.0789,366.33,0.0808,-13.79,4,5
316141,13.65,0.0222,4.8,2.31,0.0579,279.67,0.4166,-2.99,4,50
316144,14.01,0.0554,11.4,2.429,0.0601,363.72,0.114,-11.75,4,5
316146,14.03,0.109,22.97,2.37,0.0504,304.12,0.0466,-21.35,4,50
316147,13.28,0.0461,9.59,2.399,0.0424,347.6,0.2275,-8.55,4,5
316148,14.04,0.1164,24.73,2.352,0.0119,402.38,0.0187,-22.55,4,5
316149,13.66,0.1443,31.85,2.263,0.0219,412.25,0.1333,-30.95,4,5
316150,13.68,0.0178,3.62,2.46,0.1012,351.99,0.118,-11.12,4,5
316152,13.6,0.1034,22.97,2.246,0.1478,301.3,0.3959,-23.17,4,50
316153,13.52,0.0536,11.08,2.416,0.0306,360.6,0.155,-10.06,4,5
316155,13.4,0.0485,10.01,2.422,0.0375,359.92,0.1466,-9.79,4,5
316156,13.8,0.057,11.78,2.415,0.0757,355.08,0.1806,-11.97,4,5
316157,14.02,0.0971,20.4,2.376,0.0378,381.19,0.1278,-17.73,4,5
316158,12.56,0.0894,20.16,2.214,0.0598,275.97,0.4779,-8.72,4,50
316159,14.1,0.0777,16.16,2.401,0.028,373.03,0.1221,-13.74,4,5
316160,14.09,0.1284,27.62,2.323,0.0619,375.18,0.096,-27.58,4,50
316161,13.87,0.0345,7.04,2.447,0.075,357.6,0.1112,-10.48,4,5
316162,13.65,0.0864,18.05,2.392,0.0577,372.95,0.1397,-16.26,4,5
316163,14.22,0.0692,14.22,2.429,0.0751,368.11,0.064,-14.63,4,50
316164,14.43,0.1405,30.68,2.287,0.0653,387.39,0.099,-32.26,4,50
316165,13.35,0.0947,19.84,2.385,0.0685,367.49,0.1293,-18.46,4,50
316166,14.33,0.0803,16.68,2.405,0.0458,375.17,0.1019,-14.95,4,5
316168,14.19,0.072,14.79,2.431,0.0805,371.91,0.0456,-15.74,4,5
316169,14.21,0.1469,32.33,2.27,0.047,293.26,0.0309,-33.68,4,50
316170,13.27,0.0807,17.07,2.36,0.0302,354.2,0.2474,-12.48,4,5
316173,13.29,0.1236,26.95,2.29,0.0527,319.64,0.2407,-23.29,4,50
316174,13.53,0.0831,17.3,2.4,0.0586,372.94,0.126,-15.81,4,5
316175,13.33,0.0672,14.02,2.393,0.0262,359.59,0.1939,-11.17,4,5
316176,13.77,0.0628,13.1,2.392,0.0387,354.52,0.213,-10.58,4,5
316177,13.07,0.0885,18.62,2.373,0.0402,368.14,0.1875,-15.24,4,5
316267,13.32,0.0851,17.75,2.395,0.0514,374.04,0.1297,-15.8,4,5
316431,13.34,0.0932,21.04,2.211,0.0591,276.82,0.4733,-9.69,4,50
316446,14.06,0.1054,22.27,2.365,0.0551,328.63,0.1302,-20.06,4,50
316461,14.18,0.0308,6.34,2.428,0.0304,355.51,0.1552,-8.04,4,5
316484,13.1,0.0987,20.76,2.374,0.0405,381.95,0.1273,-18.2,4,5
316508,13.27,0.0614,12.72,2.411,0.0492,360.94,0.1631,-11.49,4,5
316528,13.28,0.0131,2.72,2.412,0.0571,341.48,0.2326,-6.95,4,5
316536,14.56,0.033,6.69,2.459,0.081,361.0,0.0303,-11.18,4,5
316537,13.64,0.0483,9.97,2.419,0.0314,359.0,0.1563,-9.49,4,5
316538,13.28,0.0777,16.29,2.383,0.0491,360.96,0.2008,-13.42,4,5
316550,12.93,0.0722,15.69,2.299,0.0535,315.15,0.3853,-8.68,4,5
316551,14.03,0.0867,18.1,2.392,0.0465,375.41,0.1275,-15.92,4,5
316552,13.75,0.0807,16.78,2.401,0.0555,371.55,0.1309,-15.14,4,5
316553,13.04,0.0885,18.97,2.331,0.025,347.37,0.2894,-12.93,4,5
316617,13.18,0.1014,21.5,2.355,0.0143,377.84,0.1738,-17.54,4,5
316624,12.72,0.0883,18.79,2.345,0.0248,354.99,0.2575,-13.55,4,5
316626,13.66,0.0923,19.29,2.39,0.0546,321.8,0.1043,-17.39,4,50
316629,12.96,0.1015,21.51,2.356,0.0371,159.43,0.1705,-17.97,4,50
316692,13.34,0.1196,25.57,2.343,0.0997,381.87,0.1527,-27.17,5,50
316693,13.45,0.021,4.32,2.431,0.0907,343.65,0.204,-9.42,5,5
316833,13.91,0.1272,27.58,2.304,0.0426,246.1,0.1753,-24.99,4,50
316835,13.72,0.1178,25.31,2.324,0.0316,33.68,0.1736,-21.7,4,50
317078,13.31,0.0427,8.75,2.434,0.1009,349.05,0.1793,-12.05,5,5
317121,13.59,0.1055,22.32,2.362,0.0308,11.06,0.1148,-19.29,5,50
317142,12.9,0.0889,20.16,2.202,0.0448,278.04,0.4939,-7.72,5,5
317287,13.35,0.0467,9.97,2.337,0.0882,313.82,0.3669,-7.7,4,5
317316,13.81,0.1283,27.67,2.316,0.0571,351.36,0.1247,-27.11,4,50
317668,13.56,0.1024,21.87,2.34,0.058,336.09,0.23,-17.98,4,50
318101,13.28,0.0838,18.31,2.286,0.0795,313.13,0.3897,-11.76,4,5
318405,13.22,0.1047,22.43,2.332,0.0305,6.73,0.2263,-17.42,5,50
318407,13.89,0.0497,10.18,2.435,0.0542,364.05,0.0948,-10.98,5,5
318634,13.0,0.0825,18.23,2.261,0.0446,304.29,0.4243,-8.87,4,5
318641,13.53,0.0408,8.43,2.415,0.0757,346.72,0.212,-9.75,4,5
319282,13.58,0.0854,17.82,2.393,0.0647,370.79,0.1476,-16.34,5,5
319342,13.89,0.0718,14.7,2.442,0.1134,366.87,0.0603,-18.1,5,50
319378,13.89,0.0913,19.09,2.388,0.0346,380.67,0.1069,-16.59,5,5
320001,14.59,0.0362,7.32,2.468,0.1466,344.68,0.1482,-16.0,5,5
320047,13.36,0.0227,4.67,2.421,0.0736,343.88,0.2145,-8.36,5,5
320066,13.43,0.038,7.77,2.44,0.0862,353.55,0.1486,-11.02,5,5
320093,13.76,0.0463,9.43,2.452,0.0854,362.47,0.0591,-12.53,5,5
320286,14.37,0.1053,22.23,2.366,0.0424,229.7,0.1047,-19.84,4,50
320302,13.46,0.089,19.94,2.228,0.0612,290.51,0.4597,-9.56,4,5
320556,13.07,0.0601,13.12,2.286,0.0612,301.04,0.4238,-6.25,5,5
320800,13.81,0.0907,18.95,2.389,0.0248,381.82,0.0965,-16.29,5,5
320892,13.87,0.0983,20.53,2.39,0.0491,388.77,0.0154,-19.16,5,5
320950,13.58,0.1116,23.6,2.362,0.0573,342.58,0.0813,-22.35,5,50
321067,13.72,0.1089,23.72,2.293,0.0531,348.1,0.305,-18.0,4,5
321070,13.95,0.1191,25.46,2.336,0.0566,346.8,0.134,-23.94,4,50
321074,13.59,0.1161,25.0,2.319,0.049,296.64,0.2106,-21.49,4,50
321078,13.41,0.0983,21.88,2.244,0.0388,181.34,0.4166,-11.66,4,50
321082,13.99,0.1256,26.97,2.326,0.0308,22.65,0.079,-25.05,4,50
321086,13.82,0.043,8.74,2.459,0.1382,347.02,0.1512,-15.77,4,5
321091,14.1,0.1109,23.44,2.364,0.0536,326.23,0.0665,-22.11,4,50
321095,14.06,0.0727,15.07,2.409,0.0485,369.39,0.1261,-13.54,4,5
321103,14.7,0.1097,23.16,2.366,0.0331,57.72,0.0223,-20.92,4,50
321112,13.34,0.0946,20.26,2.333,0.0051,246.61,0.2646,-14.4,4,5
321113,13.95,0.1056,22.31,2.365,0.0542,323.21,0.1288,-20.07,4,50
321115,13.91,0.0848,17.67,2.397,0.0562,373.91,0.1261,-16.01,4,5
321120,14.0,0.1207,25.72,2.344,0.037,164.89,0.0229,-24.13,4,50
321138,13.69,0.1249,26.96,2.314,0.0309,24.21,0.1525,-24.02,4,50
321150,14.2,0.0736,15.36,2.394,0.0212,365.94,0.1679,-12.4,4,5
321300,13.4,0.143,31.53,2.266,0.0368,173.8,0.1414,-30.54,5,50
321354,13.11,0.1007,21.17,2.377,0.0267,388.84,0.0785,-18.65,5,5
321377,12.98,0.042,8.68,2.415,0.0898,344.03,0.2212,-10.54,4,5
321406,13.86,0.0878,19.39,2.261,0.0556,307.16,0.4157,-10.45,4,5
321435,13.23,0.0534,11.07,2.41,0.0852,348.22,0.2133,-11.59,4,5
321513,13.24,0.045,9.28,2.42,0.0329,10.7,0.1545,-8.93,4,50
321526,13.72,0.0571,11.88,2.4,0.042,354.04,0.205,-10.1,4,5
321570,12.97,0.0777,16.66,2.329,0.0549,333.48,0.3244,-11.17,4,5
321580,14.08,0.0767,15.85,2.417,0.0945,366.11,0.1285,-16.84,4,50
321584,13.53,0.1454,32.27,2.251,0.0344,139.28,0.167,-30.93,4,50
321590,13.68,0.0795,16.8,2.363,0.0339,354.58,0.2427,-12.45,4,5
321597,12.92,0.0382,8.32,2.296,0.0715,296.29,0.4312,-4.31,4,5
321599,14.44,0.0933,19.48,2.393,0.0165,387.85,0.0105,-17.05,4,5
