asteroid_number,H_mag,status,family1,dv_fam1,near1,family2,dv_fam2,near2,rescod
2011HG79,16.82,2,221,64.57,48822,0,0.0,0,0
2011HH109,16.82,2,221,58.61,50647,0,0.0,0,0
2011HH35,17.77,2,194,70.45,171844,0,0.0,0,0
2011HJ78,18.82,2,20,26.64,292379,0,0.0,0,0
2011HK110,18.86,2,1547,10.97,229401,0,0.0,0,0
2011HK42,18.09,2,1547,13.59,267325,0,0.0,0,0
2011HK68,17.88,2,135,22.18,305657,0,0.0,0,0
2011HL110,17.86,2,15,47.76,89882,0,0.0,0,0
2011HL112,17.91,2,221,30.76,83763,0,0.0,0,0
2011HL42,16.73,2,490,26.52,42732,0,0.0,0,0
2011HL65,17.16,2,778,17.39,117270,0,0.0,0,0
2011HL70,17.52,2,24,41.74,7896,0,0.0,0,0
2011HL94,17.72,2,1547,33.09,282440,0,0.0,0,0
2011HM108,17.0,2,31,73.53,185649,0,0.0,0,0
2011HM35,18.06,2,3,23.46,334033,0,0.0,0,0
2011HM55,16.89,2,3330,50.94,70010,0,0.0,0,0
2011HM61,18.59,2,25,129.94,157945,0,0.0,0,0
2011HM90,17.82,2,668,83.22,13357,0,0.0,0,0
2011HM98,17.93,2,1658,85.29,93007,0,0.0,0,0
2011HN107,18.52,2,135,34.29,28919,0,0.0,0,0
2011HN40,17.39,2,221,53.11,6459,0,0.0,0,0
2011HO107,16.67,2,490,4.16,82961,0,0.0,0,0
2011HO110,17.22,2,221,19.82,56773,0,0.0,0,0
2011HO39,17.59,2,945,68.39,159484,0,0.0,0,0
2011HP68,17.58,2,10,74.16,59779,0,0.0,0,0
2011HP71,16.89,2,490,26.87,62467,0,0.0,0,0
2011HP72,16.74,2,480,78.95,141142,0,0.0,0,0
2011HQ105,17.74,2,15,76.44,22886,0,0.0,0,0
2011HQ108,17.54,2,158,53.6,46732,0,0.0,0,0
2011HQ38,17.36,2,778,66.59,53272,0,0.0,0,0
2011HQ53,18.86,2,434,56.11,23715,0,0.0,0,0
2011HQ70,18.68,2,20,22.17,79222,0,0.0,0,0
2011HR105,17.21,2,3815,14.19,173366,0,0.0,0,0
2011HR109,18.35,2,302,36.23,112414,0,0.0,0,0
2011HR110,18.56,2,135,9.3,14823,0,0.0,0,0
2011HR17,18.49,2,20,9.88,313757,0,0.0,0,0
2011HR45,16.84,2,221,62.95,22122,0,0.0,0,0
2011HR65,18.11,2,4,30.08,31897,0,0.0,0,0
2011HR75,18.48,2,135,40.47,3952,0,0.0,0,0
2011HR99,16.69,2,221,45.97,36998,0,0.0,0,0
2011HS34,16.84,2,778,12.09,75647,0,0.0,0,0
2011HS47,18.59,2,135,33.94,322769,0,0.0,0,0
2011HS72,17.6,2,15,76.83,6356,0,0.0,0,0
2011HT108,18.54,2,4,53.56,58203,0,0.0,0,0
2011HT111,16.94,2,3330,26.41,18483,0,0.0,0,0
2011HT48,17.76,2,4,36.88,301084,0,0.0,0,0
2011HT94,16.56,2,490,93.58,82439,0,0.0,0,0
2011HU103,16.83,2,31,58.46,203884,0,0.0,0,0
2011HU106,18.9,2,135,35.85,215057,0,0.0,0,0
2011HU65,18.72,2,20,17.99,202025,0,0.0,0,0
2011HU87,17.17,2,221,34.78,9154,0,0.0,0,0
2011HV110,18.51,2,3815,39.67,29465,0,0.0,0,0
2011HV14,17.06,2,3330,47.64,92116,0,0.0,0,0
2011HW,17.68,2,945,73.04,317532,0,0.0,0,0
2011HW104,18.01,2,668,80.54,89318,0,0.0,0,0
2011HW106,17.88,2,778,84.86,778,0,0.0,0,0
2011HW48,18.14,2,778,21.91,92282,0,0.0,0,0
2011HX107,17.07,2,221,52.97,52712,0,0.0,0,0
2011HX11,16.95,2,293,67.09,91797,0,0.0,0,0
2011HX112,17.12,2,490,18.47,38447,0,0.0,0,0
2011HX12,17.83,2,3,29.16,96834,0,0.0,0,0
2011HY110,17.1,2,221,57.24,62915,0,0.0,0,0
2011HY6,18.27,2,15,84.57,68349,0,0.0,0,0
2011HY67,19.2,2,135,16.06,33059,0,0.0,0,0
2011HY87,17.21,2,24,67.56,8319,0,0.0,0,0
2011HZ110,16.88,2,10,30.97,11132,0,0.0,0,0
2011JA6,18.41,2,15,38.44,54543,0,0.0,0,0
2011JB39,18.55,2,20,34.25,189113,0,0.0,0,0
2011JB8,16.95,2,945,37.14,203232,0,0.0,0,0
2011JC15,17.2,2,778,95.94,30346,0,0.0,0,0
2011JC29,17.87,2,25,80.18,30968,0,0.0,0,0
2011JC38,17.33,2,221,44.59,36168,0,0.0,0,0
2011JC9,18.69,2,20,31.74,10100,0,0.0,0,0
2011JD26,18.36,2,4,54.4,88504,0,0.0,0,0
2011JE14,17.3,2,778,40.74,53272,0,0.0,0,0
2011JE24,18.01,2,15,70.85,21655,0,0.0,0,0
2011JE8,16.67,2,945,43.66,322740,0,0.0,0,0
2011JF37,17.7,2,668,12.03,7512,0,0.0,0,0
2011JF39,18.75,2,135,59.73,39918,0,0.0,0,0
2011JG4,18.1,2,163,16.29,194888,0,0.0,0,0
2011JK39,18.69,2,135,12.13,170228,0,0.0,0,0
2011JL1,17.34,2,15,74.98,42115,0,0.0,0,0
2011JL2,18.01,2,25,48.34,5325,0,0.0,0,0
2011JL36,17.11,2,221,71.94,135046,0,0.0,0,0
2011JL39,17.07,2,1040,79.4,121659,0,0.0,0,0
2011JM13,15.99,2,31,27.82,185463,0,0.0,0,0
2011JM14,15.83,2,618,15.39,279099,0,0.0,0,0
2011JN23,18.81,2,4,57.52,71950,0,0.0,0,0
2011JN34,18.75,2,135,9.73,268380,0,0.0,0,0
2011JN35,18.46,2,4,49.98,30112,0,0.0,0,0
2011JN36,16.85,2,490,36.36,219094,0,0.0,0,0
2011JO33,18.04,2,170,38.75,32503,0,0.0,0,0
2011JO9,19.1,2,2076,38.99,85557,0,0.0,0,0
2011JP19,17.09,2,221,73.6,109629,0,0.0,0,0
2011JQ1,16.14,2,31,21.24,287554,0,0.0,0,0
2011JQ38,17.8,2,93,74.25,54865,0,0.0,0,0
2011JQ39,17.6,2,24,52.03,12439,0,0.0,0,0
2011JR33,16.68,2,895,30.36,330216,0,0.0,0,0
2011JR9,16.43,2,375,51.94,241797,0,0.0,0,0
2011JS34,18.41,2,20,38.92,317675,0,0.0,0,0
2011JS35,16.65,2,221,64.17,48444,0,0.0,0,0
2011JS37,18.45,2,135,63.32,24206,0,0.0,0,0
2011JS39,18.67,2,302,26.91,290721,0,0.0,0,0
2011JT38,18.51,2,20,38.72,284186,0,0.0,0,0
2011JU35,18.41,2,434,43.26,131457,0,0.0,0,0
2011JU37,18.78,2,20,21.57,238937,0,0.0,0,0
2011JU6,17.66,2,170,72.41,36719,0,0.0,0,0
2011JV35,18.68,2,4,63.56,20078,0,0.0,0,0
2011JV37,19.21,2,135,63.98,36732,0,0.0,0,0
2011JW29,17.79,2,15,37.72,6373,0,0.0,0,0
2011JW35,17.99,2,170,13.96,6458,0,0.0,0,0
2011JW36,16.46,2,780,53.13,177114,0,0.0,0,0
2011JW7,18.55,2,945,63.96,225945,0,0.0,0,0
2011JX13,18.34,2,606,31.41,319556,0,0.0,0,0
2011JX3,17.17,2,221,62.75,76421,0,0.0,0,0
2011JY38,17.5,2,283,98.87,39539,0,0.0,0,0
2011JZ13,17.44,2,778,80.42,95466,0,0.0,0,0
2011JZ22,18.75,2,194,97.58,54970,0,0.0,0,0
2011JZ32,18.03,2,4,45.76,66319,0,0.0,0,0
2011JZ35,15.91,2,1911,32.67,316539,0,0.0,0,3/2J
2011JZ39,17.45,2,221,59.04,4897,0,0.0,0,0
2011KA11,18.25,2,1547,25.85,285227,0,0.0,0,0
2011KA42,16.59,2,31,23.22,111244,0,0.0,0,0
2011KA57,17.88,2,15,78.97,47590,0,0.0,0,0
2011KA7,17.04,2,1040,42.37,106816,0,0.0,0,0
2011KB22,18.78,2,20,28.43,147343,0,0.0,0,0
2011KB52,17.35,2,3330,71.19,5900,0,0.0,0,0
2011KB54,18.56,2,135,18.88,281959,0,0.0,0,0
2011KB61,18.18,2,3,61.67,103639,0,0.0,0,0
2011KC55,16.96,2,221,91.44,45730,0,0.0,0,0
2011KC58,17.34,2,778,26.14,140067,0,0.0,0,0
2011KD41,18.39,2,4,5.14,141131,0,0.0,0,0
2011KD53,16.99,2,1040,68.44,59943,0,0.0,0,0
2011KD58,17.49,2,221,28.16,78107,0,0.0,0,0
2011KD60,17.2,2,24,72.37,18148,0,0.0,0,0
2011KE1,18.44,2,2076,38.05,265516,0,0.0,0,0
2011KE60,17.2,2,24,45.35,4470,0,0.0,0,0
2011KF1,18.34,2,20,31.26,29009,0,0.0,0,0
2011KF18,18.4,2,135,30.14,18947,0,0.0,0,0
2011KF40,17.22,2,778,38.12,95466,0,0.0,0,0
2011KF47,18.45,2,4,61.88,10853,0,0.0,0,0
2011KF50,17.36,2,480,123.6,299146,0,0.0,0,0
2011KG54,18.52,2,20,20.36,157686,0,0.0,0,0
2011KH40,17.11,2,3330,32.67,18720,0,0.0,0,0
2011KH55,18.75,2,135,41.15,18343,0,0.0,0,0
2011KJ13,17.8,2,3,10.62,308938,0,0.0,0,0
2011KJ38,17.68,2,808,69.79,22487,0,0.0,0,0
2011KJ58,18.95,2,163,37.56,335391,0,0.0,0,0
2011KK56,18.12,2,15,52.53,50925,0,0.0,0,0
2011KL,16.1,2,7605,68.72,281581,0,0.0,0,0
2011KL57,18.28,2,163,26.01,63814,0,0.0,0,0
2011KL60,16.92,2,293,88.82,19677,0,0.0,0,0
2011KM32,17.22,2,847,24.65,29523,0,0.0,0,0
2011KM39,18.08,2,145,57.0,48243,0,0.0,0,0
2011KM57,18.56,2,15,69.97,85889,0,0.0,0,0
2011KN13,16.94,2,945,30.59,945,0,0.0,0,0
2011KN29,17.73,2,1547,30.0,253237,0,0.0,0,0
2011KN49,18.13,2,4,56.12,74107,0,0.0,0,0
2011KN51,17.78,2,170,33.85,97016,0,0.0,0,0
2011KN56,18.36,2,5,35.08,407812,0,0.0,0,0
2011KO13,16.74,2,895,53.26,323601,0,0.0,0,0
2011KO19,16.55,2,490,20.63,51072,0,0.0,0,0
2011KO34,18.46,2,163,25.09,239262,0,0.0,0,0
2011KO41,16.49,2,1911,9.11,274810,0,0.0,0,3/2J
2011KO53,16.91,2,221,79.04,31325,0,0.0,0,0
2011KP13,17.92,2,25,126.28,333522,0,0.0,0,0
2011KP50,17.25,2,293,78.83,16266,0,0.0,0,0
2011KP51,17.64,2,1222,22.83,303548,0,0.0,0,0
2011KP56,18.4,2,15,58.94,164046,0,0.0,0,0
2011KQ10,18.46,2,3,42.8,107863,0,0.0,0,0
2011KQ37,17.46,2,15,53.54,82603,0,0.0,0,0
2011KQ51,17.85,2,15,59.12,91108,0,0.0,0,0
2011KQ53,16.96,2,221,75.61,20519,0,0.0,0,0
2011KR13,18.82,2,434,58.1,77918,0,0.0,0,0
2011KR14,17.2,2,24,32.56,2016,0,0.0,0,0
2011KR59,18.36,2,194,103.71,143988,0,0.0,0,0
2011KS22,17.75,2,25,52.39,29475,0,0.0,0,0
2011KS50,18.74,2,5,47.88,255774,0,0.0,0,0
2011KT58,17.88,2,847,34.37,76497,0,0.0,0,0
2011KT60,17.27,2,3330,44.49,70010,0,0.0,0,0
2011KU3,17.8,2,25,60.55,3888,0,0.0,0,0
2011KU36,18.93,2,135,50.11,80966,0,0.0,0,0
2011KU55,18.62,2,20,13.28,337389,0,0.0,0,0
2011KU59,18.02,2,15,13.78,87945,0,0.0,0,0
2011KV56,17.11,2,24,31.44,70014,0,0.0,0,0
2011KW27,17.26,2,15,70.44,91416,0,0.0,0,0
2011KW42,17.33,2,24,49.95,18670,0,0.0,0,0
2011KW43,16.52,2,1040,65.1,94314,0,0.0,0,0
2011KX12,16.42,2,31,57.56,243926,0,0.0,0,0
2011KX34,16.65,2,778,61.15,95466,0,0.0,0,0
2011KX35,17.86,2,145,43.11,10299,0,0.0,0,0
2011KX38,17.79,2,15,60.54,1346,0,0.0,0,0
2011KX41,18.05,2,4,69.55,61253,0,0.0,0,0
2011KX50,17.77,2,110,76.85,63933,0,0.0,0,0
2011KX52,18.65,2,4,37.73,53590,0,0.0,0,0
2011KY5,16.65,2,24,64.66,8586,0,0.0,0,0
2011KZ40,17.58,2,170,54.91,33644,0,0.0,0,0
2011KZ56,18.4,2,569,25.57,330350,0,0.0,0,0
2011KZ59,17.06,2,3330,50.66,34210,0,0.0,0,0
2011LA32,17.48,2,15,77.59,20520,0,0.0,0,0
2011LB21,17.34,2,945,71.25,75914,0,0.0,0,0
2011LB37,17.71,2,221,77.53,20412,0,0.0,0,0
2011LC31,17.23,2,221,74.46,54574,0,0.0,0,0
2011LD11,17.0,2,1040,62.79,121659,0,0.0,0,0
2011LD2,18.88,2,135,34.22,116576,0,0.0,0,0
2011LD7,16.87,2,1303,43.64,234897,0,0.0,0,0
2011LE13,18.56,2,135,26.42,27163,0,0.0,0,0
2011LE16,17.2,2,15,66.34,29343,0,0.0,0,0
2011LF22,17.33,2,10,96.31,1599,0,0.0,0,0
2011LF25,17.82,2,15,27.86,38399,0,0.0,0,0
2011LG24,18.41,2,135,21.19,89761,0,0.0,0,0
2011LG27,17.51,2,3330,42.38,34210,0,0.0,0,0
2011LG29,16.95,2,15,70.69,74502,0,0.0,0,0
2011LH13,18.37,2,20,30.98,224184,0,0.0,0,0
2011LJ30,17.0,2,15,60.11,14127,0,0.0,0,0
2011LJ33,18.87,2,20,23.02,294705,0,0.0,0,0
2011LK34,17.85,2,847,23.0,240724,0,0.0,0,0
2011LL26,17.18,2,1040,52.34,178738,0,0.0,0,0
2011LL29,16.46,2,31,29.46,268234,0,0.0,0,0
2011LL9,17.24,2,1040,62.79,106063,0,0.0,0,0
2011LN25,17.64,2,15,57.32,26278,0,0.0,0,0
2011LN29,16.18,2,375,65.13,99191,0,0.0,0,0
2011LN31,18.01,2,3,36.67,107863,0,0.0,0,0
2011LN8,16.9,2,778,76.46,11426,0,0.0,0,0
2011LO25,16.48,2,375,47.06,77818,0,0.0,0,0
2011LP10,18.75,2,20,28.9,277219,0,0.0,0,0
2011LP16,16.94,2,31,25.27,275948,0,0.0,0,0
2011LP33,18.09,2,194,90.15,298602,0,0.0,0,0
2011LP34,17.61,2,15,29.76,38840,0,0.0,0,0
2011LP7,16.25,2,490,3.41,132750,0,0.0,0,0
2011LQ15,17.68,2,194,78.5,187995,0,0.0,0,0
2011LQ28,17.41,2,5,27.82,279708,0,0.0,0,0
2011LQ29,17.63,2,5,8.27,250245,0,0.0,0,0
2011LQ30,18.03,2,4,57.32,46107,0,0.0,0,0
2011LR14,16.28,2,1040,69.96,7411,0,0.0,0,0
2011LR30,16.74,2,945,37.03,282345,0,0.0,0,0
2011LR31,17.32,2,778,70.27,165929,0,0.0,0,0
2011LR8,17.36,2,945,33.98,331768,0,0.0,0,0
2011LS29,17.92,2,15,73.48,40739,0,0.0,0,0
2011LT31,16.65,2,375,83.89,123827,0,0.0,0,0
2011LW31,18.16,2,5,33.94,362677,0,0.0,0,0
2011LX34,16.87,2,53546,30.88,265327,0,0.0,0,0
2011LX36,19.42,2,20,19.46,221640,0,0.0,0,0
2011LY11,18.34,2,5,30.57,352193,0,0.0,0,0
2011LY29,17.66,2,5,35.84,174134,0,0.0,0,0
2011LY3,15.61,2,31,32.1,336881,0,0.0,0,0
2011LZ27,18.21,2,3,58.05,76133,0,0.0,0,0
2011LZ33,18.1,2,4,27.28,35465,0,0.0,0,0
2011LZ9,18.65,2,135,24.23,86704,0,0.0,0,0
2011MA13,16.82,2,15,31.48,6775,0,0.0,0,0
2011MA15,18.0,2,15,83.98,14842,0,0.0,0,0
2011MB15,18.24,2,20,18.42,236282,0,0.0,0,0
2011MC16,18.06,2,668,60.93,48401,0,0.0,0,0
2011MD13,18.31,2,135,26.07,287354,0,0.0,0,0
2011MG1,17.95,2,145,49.32,35286,0,0.0,0,0
2011MH12,16.57,2,895,51.56,234223,0,0.0,0,0
2011MH14,17.59,2,480,80.21,319579,0,0.0,0,0
2011MK14,17.96,2,1547,14.16,161625,0,0.0,0,0
2011MK2,17.46,2,606,3.24,82955,0,0.0,0,0
2011MM16,17.95,2,1658,84.49,14032,0,0.0,0,0
2011MN8,17.61,2,15,69.9,44297,0,0.0,0,0
2011MO16,18.07,2,170,54.16,41842,0,0.0,0,0
2011MP12,17.08,2,293,35.76,91797,0,0.0,0,0
2011MR11,18.46,2,135,12.29,11472,0,0.0,0,0
2011MU14,18.69,2,20,15.11,278198,0,0.0,0,0
2011MV13,18.49,2,15,28.84,13390,0,0.0,0,0
2011MX14,18.3,2,5,54.49,82763,0,0.0,0,0
2011MZ14,17.84,2,15,56.75,88181,0,0.0,0,0
2011NA2,16.98,2,3815,12.92,305697,0,0.0,0,0
2011NA6,17.25,2,221,61.46,41031,0,0.0,0,0
2011NB6,17.47,2,3330,25.4,54286,0,0.0,0,0
2011NC5,17.27,2,1040,25.86,106052,0,0.0,0,0
2011NG,17.67,2,606,7.35,239936,0,0.0,0,0
2011NN5,17.54,2,945,126.25,137174,0,0.0,0,0
2011NO5,17.41,2,24,48.84,20693,0,0.0,0,0
2011NP5,18.01,2,170,58.04,75675,0,0.0,0,0
2011NQ6,17.55,2,15,18.38,74502,0,0.0,0,0
2011NS4,17.57,2,480,41.68,313855,0,0.0,0,0
2011NS5,18.14,2,25,51.79,3895,0,0.0,0,0
2011NW,18.39,2,396,38.85,315707,0,0.0,0,0
2011NW5,17.85,2,145,16.98,16371,0,0.0,0,0
2011OA21,17.62,2,3,67.99,58183,0,0.0,0,0
2011OA48,17.22,2,778,50.63,38593,0,0.0,0,0
2011OA52,17.83,2,15,45.62,9006,0,0.0,0,0
2011OA73,18.42,2,15,30.94,32493,0,0.0,0,0
2011OA75,17.44,2,778,49.04,84892,0,0.0,0,0
2011OB13,17.02,2,31,41.95,182953,0,0.0,0,0
2011OB24,18.52,2,20,18.21,178340,0,0.0,0,0
2011OB30,17.71,2,15,82.04,1346,0,0.0,0,0
2011OB48,17.86,2,668,87.89,19790,0,0.0,0,0
2011OB50,18.69,2,20,32.24,138050,0,0.0,0,0
2011OB63,17.78,2,480,47.48,94058,0,0.0,0,0
2011OB64,17.45,2,778,59.22,84892,0,0.0,0,0
2011OB65,19.09,2,135,12.65,229480,0,0.0,0,0
2011OB75,18.63,2,25,53.25,200159,0,0.0,0,0
2011OB77,17.09,2,221,58.8,30507,0,0.0,0,0
2011OC62,17.35,2,15,34.15,65428,0,0.0,0,0
2011OC73,17.2,2,221,19.0,42196,0,0.0,0,0
2011OC76,17.0,2,375,30.32,15105,0,0.0,0,0
2011OD1,17.76,2,668,31.58,47110,0,0.0,0,0
2011OD38,18.01,2,15,67.3,34582,0,0.0,0,0
2011OD62,17.62,2,221,65.49,42722,0,0.0,0,0
2011OD66,18.81,2,135,28.84,18757,0,0.0,0,0
2011OD74,17.49,2,221,19.46,1186,0,0.0,0,0
2011OE15,16.66,2,31,50.24,153280,0,0.0,0,0
2011OE25,18.03,2,15,35.0,110559,0,0.0,0,0
2011OE53,17.53,2,15,25.96,38043,0,0.0,0,0
2011OE64,19.14,2,135,34.37,158629,0,0.0,0,0
2011OE66,18.77,2,135,26.03,250104,0,0.0,0,0
2011OE75,16.74,2,221,98.56,65208,0,0.0,0,0
2011OF16,17.06,2,3330,38.7,51764,0,0.0,0,0
2011OF23,18.77,2,4,37.97,15992,0,0.0,0,0
2011OF54,17.8,2,5,40.19,302999,0,0.0,0,0
2011OF75,17.24,2,778,58.28,778,0,0.0,0,0
2011OF77,17.24,2,3330,98.14,22118,0,0.0,0,0
2011OF9,17.17,2,221,50.87,82967,0,0.0,0,0
2011OG42,18.03,2,20,22.98,276803,0,0.0,0,0
2011OG67,17.58,2,15,41.54,19155,0,0.0,0,0
2011OG71,18.79,2,135,22.76,188379,0,0.0,0,0
2011OG73,19.08,2,396,33.95,206616,0,0.0,0,0
2011OH10,17.28,2,1547,10.25,174176,0,0.0,0,0
2011OH12,18.71,2,163,22.33,114933,0,0.0,0,0
2011OH39,18.88,2,20,37.71,202900,0,0.0,0,0
2011OH54,16.91,2,221,16.49,2531,0,0.0,0,0
2011OH62,16.56,2,221,33.45,315056,0,0.0,0,0
2011OH7,19.01,2,135,36.31,8782,0,0.0,0,0
2011OH71,18.33,2,20,23.84,299017,0,0.0,0,0
2011OH76,17.43,2,221,45.34,31331,0,0.0,0,0
2011OH77,17.45,2,221,26.1,25233,0,0.0,0,0
2011OH8,18.69,2,135,16.91,80881,0,0.0,0,0
2011OJ68,18.59,2,135,41.15,21174,0,0.0,0,0
2011OJ76,17.33,2,221,37.64,32988,0,0.0,0,0
2011OJ77,18.97,2,4,62.12,17410,0,0.0,0,0
2011OK10,17.88,2,15,12.57,57020,0,0.0,0,0
2011OK21,16.56,2,221,38.64,93814,0,0.0,0,0
2011OK38,17.46,2,490,95.01,62084,0,0.0,0,0
2011OK40,17.36,2,158,83.52,14990,0,0.0,0,0
2011OK42,16.76,2,668,35.95,89318,0,0.0,0,0
2011OK72,16.99,2,375,98.01,1070,0,0.0,0,0
2011OK78,19.16,2,20,49.97,37128,0,0.0,0,0
2011OL61,17.09,2,170,39.12,2151,0,0.0,0,0
2011OL62,17.6,2,3330,33.74,42985,0,0.0,0,0
2011OL64,17.48,2,10,34.76,71620,0,0.0,0,0
2011OL66,17.29,2,221,82.59,62119,0,0.0,0,0
2011OL73,18.04,2,480,128.98,210251,0,0.0,0,0
2011OM12,17.66,2,170,55.24,41842,0,0.0,0,0
2011ON38,16.99,2,221,75.57,339,0,0.0,0,0
2011ON66,18.44,2,20,11.48,292273,0,0.0,0,0
2011ON69,18.82,2,135,63.1,21482,0,0.0,0,0
2011ON7,18.31,2,4,41.62,14433,0,0.0,0,0
2011OO15,17.26,2,15,37.67,42719,0,0.0,0,0
2011OO23,16.98,2,3815,29.4,168514,0,0.0,0,0
2011OO30,18.32,2,135,45.14,5063,0,0.0,0,0
2011OO43,17.47,2,24,29.52,9736,0,0.0,0,0
2011OO51,18.67,2,135,34.13,148287,0,0.0,0,0
2011OO59,16.29,2,1040,22.24,84966,0,0.0,0,0
2011OO69,18.85,2,4,60.5,67926,0,0.0,0,0
2011OO72,18.6,2,396,30.26,247335,0,0.0,0,0
2011OO8,17.82,2,148,128.09,285859,0,0.0,0,0
2011OO9,17.56,2,15,51.52,87932,0,0.0,0,0
2011OP13,18.78,2,5,45.85,372534,0,0.0,0,0
2011OP16,17.22,2,221,56.6,33715,0,0.0,0,0
2011OP36,18.16,2,15,73.87,33962,0,0.0,0,0
2011OP42,19.21,2,883,55.13,3533,0,0.0,0,0
2011OP58,17.06,2,945,79.25,239086,0,0.0,0,0
2011OP75,17.8,2,158,27.68,1389,0,0.0,0,0
2011OP8,18.07,2,15,26.02,26343,0,0.0,0,0
2011OQ31,17.7,2,3,41.04,69040,0,0.0,0,0
2011OQ47,16.93,2,1726,89.2,11561,0,0.0,0,0
2011OQ58,18.47,2,20,11.42,209163,0,0.0,0,0
2011OQ72,18.08,2,15,80.47,83853,0,0.0,0,0
2011OR2,17.27,2,15,57.25,31530,0,0.0,0,0
2011OR31,18.79,2,3,23.91,309496,0,0.0,0,0
2011OR51,17.5,2,170,24.52,37937,0,0.0,0,0
2011OR63,16.7,2,221,76.1,63670,0,0.0,0,0
2011OR66,16.74,2,1040,36.35,80085,0,0.0,0,0
2011OR72,17.84,2,10955,21.05,60040,0,0.0,0,0
2011OR75,17.95,2,396,6.68,331174,0,0.0,0,0
2011OR76,20.21,2,163,29.01,72384,0,0.0,0,0
2011OS13,17.05,2,194,85.04,200483,0,0.0,0,0
2011OS33,17.96,2,1658,15.11,310786,0,0.0,0,0
2011OS64,18.92,2,135,30.36,19970,0,0.0,0,0
2011OS69,18.24,2,163,38.12,933,0,0.0,0,0
2011OS72,18.52,2,5,26.6,225886,0,0.0,0,0
2011OS74,18.31,2,3,16.68,278834,0,0.0,0,0
2011OT36,18.84,2,135,46.63,6426,0,0.0,0,0
2011OT40,19.07,2,135,25.73,280522,0,0.0,0,0
2011OT49,18.09,2,3,32.49,277527,0,0.0,0,0
2011OT55,18.42,2,135,22.85,178190,0,0.0,0,0
2011OT61,16.74,2,1040,61.55,68147,0,0.0,0,0
2011OT76,18.67,2,135,26.06,2607,0,0.0,0,0
2011OT8,17.86,2,606,13.96,150816,0,0.0,0,0
2011OT9,18.93,2,170,62.46,34035,0,0.0,0,0
2011OU13,18.84,2,298,22.55,10292,0,0.0,0,0
2011OU14,17.11,2,15,39.51,99101,0,0.0,0,0
2011OU65,17.97,2,15,73.83,30001,0,0.0,0,0
2011OV28,18.51,2,135,15.58,3818,0,0.0,0,0
2011OV39,18.95,2,4,35.24,25508,0,0.0,0,0
2011OV68,17.01,2,490,6.8,2428,0,0.0,0,0
2011OV69,18.87,2,4,53.7,71760,0,0.0,0,0
2011OV76,19.13,2,135,35.07,7538,0,0.0,0,0
2011OW16,18.36,2,135,35.03,5862,0,0.0,0,0
2011OW36,18.32,2,135,36.2,57156,0,0.0,0,0
2011OW37,18.21,2,4,61.36,16274,0,0.0,0,0
2011OW52,17.14,2,1222,53.7,278432,0,0.0,0,0
2011OW72,17.63,2,15,45.71,10262,0,0.0,0,0
2011OW77,17.96,2,170,30.31,89705,0,0.0,0,0
2011OX5,17.85,2,1658,80.48,48490,0,0.0,0,0
2011OX73,18.97,2,4,33.79,43216,0,0.0,0,0
2011OX76,19.17,2,135,27.16,268327,0,0.0,0,0
2011OY42,16.84,2,3827,13.08,111165,0,0.0,0,0
2011OY50,18.81,2,135,39.94,190849,0,0.0,0,0
2011OY59,17.7,2,847,38.29,3734,0,0.0,0,0
2011OY66,17.54,2,15,36.17,31530,0,0.0,0,0
2011OY69,18.47,2,135,22.42,290411,0,0.0,0,0
2011OY75,17.64,2,1298,39.0,11147,0,0.0,0,0
2011OZ43,18.33,2,135,40.59,54157,0,0.0,0,0
2011OZ54,17.77,2,15,76.63,82625,0,0.0,0,0
2011OZ64,18.77,2,135,21.11,113983,0,0.0,0,0
2011OZ75,16.92,2,221,94.2,31289,0,0.0,0,0
2011PA6,18.87,2,145,42.89,27891,0,0.0,0,0
2011PA9,17.55,2,847,28.79,31578,0,0.0,0,0
2011PC4,18.1,2,135,7.55,25366,0,0.0,0,0
2011PD21,18.02,2,847,22.4,17675,0,0.0,0,0
2011PD4,18.11,2,569,34.21,93671,0,0.0,0,0
2011PF17,17.09,2,221,40.54,54871,0,0.0,0,0
2011PF19,18.39,2,5,18.35,343920,0,0.0,0,0
2011PG12,16.66,2,31,53.77,133045,0,0.0,0,0
2011PG4,17.52,2,1222,58.5,243946,0,0.0,0,0
2011PJ17,16.85,2,221,77.68,49518,0,0.0,0,0
2011PJ19,18.21,2,3815,11.84,213711,0,0.0,0,0
2011PK23,17.28,2,221,71.05,48300,0,0.0,0,0
2011PM18,16.82,2,221,29.39,36101,0,0.0,0,0
2011PN18,16.77,2,170,35.55,26463,0,0.0,0,0
2011PN19,16.72,2,221,55.4,12357,0,0.0,0,0
2011PN21,18.46,2,20,21.17,313646,0,0.0,0,0
2011PN22,18.75,2,170,75.95,36719,0,0.0,0,0
2011PN23,19.05,2,135,15.53,314141,0,0.0,0,0
2011PO12,17.07,2,1040,88.21,178738,0,0.0,0,0
2011PO19,18.01,2,668,22.98,6410,0,0.0,0,0
2011PP21,18.28,2,15,16.21,5890,0,0.0,0,0
2011PP22,17.77,2,158,16.99,5791,0,0.0,0,0
2011PP5,19.16,2,135,29.67,34948,0,0.0,0,0
2011PQ1,18.3,2,3,29.85,203934,0,0.0,0,0
2011PQ18,17.35,2,778,90.15,57873,0,0.0,0,0
2011PQ19,18.91,2,2076,16.14,7255,0,0.0,0,0
